"","County","Date","Year","taxon_name","mass","sex","tail","wing.chord","anterior.culmen","posterior.culmen","tarsus","Age","mean_trachea_length","trachea.diameter","sample_year","data.origin","NK","wt.index"
"3095","3",0008-11-23,2008,"Antigone canadensis canadensis",3310,"F",166,436,58.9,68.5,184,"ADULT",NA,NA,8,"NMDGF",NA,2.3695652173913
"3096","3",0008-11-23,2008,"Antigone canadensis canadensis",4093,"M",183,501,60.4,71.6,203,"ADULT",NA,NA,8,"NMDGF",NA,2.4679802955665
"3097","3",0008-11-23,2008,"Antigone canadensis tabida",5277,"F",189,503,83.4,96.9,230,"ADULT",NA,NA,8,"NMDGF",NA,2.18695652173913
"3098","3",0008-11-23,2008,"Antigone canadensis tabida",6047,"M",202,522,92,104.7,240,"ADULT",NA,NA,8,"NMDGF",NA,2.175
"3099","2",0008-11-23,2008,"Antigone canadensis tabida",6481,"M",213,546,92.9,107.5,242,"ADULT",NA,NA,8,"NMDGF",NA,2.25619834710744
"3100","3",0008-11-23,2008,"Antigone canadensis tabida",5656,"F",210,511,87.2,101.5,245,"ADULT",NA,NA,8,"NMDGF",NA,2.08571428571429
"3101","3",0008-11-23,2008,"Antigone canadensis tabida",5679,"M",200,537,91.7,103.9,241,"ADULT",NA,NA,8,"NMDGF",NA,2.22821576763485
"3102","3",0008-11-23,2008,"Antigone canadensis tabida",5199,"F",183,473,81,95.9,232,"ADULT",NA,NA,8,"NMDGF",NA,2.03879310344828
"3103","3",0008-11-23,2008,"Antigone canadensis tabida",4799,"F",203,501,84.6,98.5,221,"ADULT",NA,NA,8,"NMDGF",NA,2.26696832579186
"3104","3",0008-11-23,2008,"Antigone canadensis tabida",5319,"F",202,500,83.1,96.6,227,"ADULT",NA,NA,8,"NMDGF",NA,2.20264317180617
"3105","2",0008-11-23,2008,"Antigone canadensis tabida",5213,"F",188,502,89,104.2,230,"ADULT",NA,NA,8,"NMDGF",NA,2.18260869565217
"3106","2",0008-11-23,2008,"Antigone canadensis tabida",5540,"F",191,531,85.6,100.3,247,"ADULT",NA,NA,8,"NMDGF",NA,2.1497975708502
"3107","2",0008-11-23,2008,"Antigone canadensis tabida",6726,"M",216,545,90.7,108.5,248,"ADULT",NA,NA,8,"NMDGF",NA,2.19758064516129
"3108","2",0008-11-23,2008,"Antigone canadensis tabida",5519,"F",196,496,88.2,98.7,237,"ADULT",NA,NA,8,"NMDGF",NA,2.09282700421941
"3109","2",0008-11-23,2008,"Antigone canadensis tabida",5931,"M",208,531,85.4,103.6,248,"ADULT",NA,NA,8,"NMDGF",NA,2.14112903225806
"3110","3",0008-11-23,2008,"Antigone canadensis canadensis",2953,"F",160,431,55.1,64.8,177,"ADULT",NA,NA,8,"NMDGF",NA,2.43502824858757
"3111","3",0008-11-23,2008,"Antigone canadensis tabida",5254,"F",198,496,82.1,95.1,248,"ADULT",NA,NA,8,"NMDGF",NA,2
"3112","2",0008-11-23,2008,"Antigone canadensis tabida",5809,"M",196,533,99,119.5,240,"ADULT",NA,NA,8,"NMDGF",NA,2.22083333333333
"3113","2",0008-11-23,2008,"Antigone canadensis tabida",4828,"F",188,512,82.9,98.1,235,"ADULT",NA,NA,8,"NMDGF",NA,2.17872340425532
"3114","2",0008-11-23,2008,"Antigone canadensis canadensis",3325,"M",177,455,58.2,68.6,200,"ADULT",NA,NA,8,"NMDGF",NA,2.275
"3115","2",0008-11-23,2008,"Antigone canadensis canadensis",3144,"F",166,435,54.1,64.8,188,"ADULT",NA,NA,8,"NMDGF",NA,2.31382978723404
"3116","2",0008-11-23,2008,"Antigone canadensis canadensis",2891,"F",155,422,54,64.7,172,"ADULT",NA,NA,8,"NMDGF",NA,2.45348837209302
"3117","2",0008-11-23,2008,"Antigone canadensis tabida",4683,"F",199,531,80,93.4,215,"ADULT",NA,NA,8,"NMDGF",NA,2.46976744186047
"3118","2",0008-11-23,2008,"Antigone canadensis tabida",5989,"M",196,515,87.5,106.9,254,"ADULT",NA,NA,8,"NMDGF",NA,2.02755905511811
"3119","2",0008-11-23,2008,"Antigone canadensis tabida",5998,"M",208,539,87,102.6,248,"ADULT",NA,NA,8,"NMDGF",NA,2.17338709677419
"3120","2",0008-11-23,2008,"Antigone canadensis tabida",5035,"F",185,495,77.6,91.2,229,"ADULT",NA,NA,8,"NMDGF",NA,2.16157205240175
"3121","2",0008-11-23,2008,"Antigone canadensis tabida",5283,"F",186,502,82.5,95.6,226,"ADULT",NA,NA,8,"NMDGF",NA,2.2212389380531
"3122","2",0008-11-23,2008,"Antigone canadensis tabida",5365,"M",210,531,87.2,101.8,238,"ADULT",NA,NA,8,"NMDGF",NA,2.23109243697479
"3123","2",0008-11-23,2008,"Antigone canadensis tabida",5719,"M",200,516,87.5,101,235,"ADULT",NA,NA,8,"NMDGF",NA,2.19574468085106
"3124","2",0008-11-23,2008,"Antigone canadensis canadensis",3549,"M",167,402,62.2,71,193,"ADULT",NA,NA,8,"NMDGF",NA,2.08290155440414
"3125","2",0008-11-23,2008,"Antigone canadensis tabida",5045,"F",196,512,87,97.6,228,"ADULT",NA,NA,8,"NMDGF",NA,2.24561403508772
"3126","2",0008-11-23,2008,"Antigone canadensis tabida",6484,"M",219,543,90.2,106.5,253,"ADULT",NA,NA,8,"NMDGF",NA,2.14624505928854
"3127","2",0008-11-23,2008,"Antigone canadensis tabida",5261,"M",208,531,83.5,100.5,245,"ADULT",NA,NA,8,"NMDGF",NA,2.16734693877551
"3128","2",0008-11-23,2008,"Antigone canadensis tabida",5181,"F",209,525,84.5,95.9,236,"ADULT",NA,NA,8,"NMDGF",NA,2.22457627118644
"3129","2",0008-11-23,2008,"Antigone canadensis canadensis",3826,"M",171,468,60.4,71.5,187,"ADULT",NA,NA,8,"NMDGF",NA,2.50267379679144
"3130","2",0008-11-23,2008,"Antigone canadensis tabida",5894,"M",205,512,86.2,101,239,"ADULT",NA,NA,8,"NMDGF",NA,2.14225941422594
"3131","2",0008-11-23,2008,"Antigone canadensis tabida",6233,"M",201,530,89.3,107.5,248,"ADULT",NA,NA,8,"NMDGF",NA,2.13709677419355
"3132","3",0008-11-23,2008,"Antigone canadensis canadensis",3291,"M",183,465,61.5,69.6,187,"ADULT",NA,NA,8,"NMDGF",NA,2.48663101604278
"3133","3",0008-11-23,2008,"Antigone canadensis canadensis",2808,"F",152,438,57.2,69.7,186,"ADULT",NA,NA,8,"NMDGF",NA,2.35483870967742
"3134","3",0008-11-23,2008,"Antigone canadensis canadensis",3100,"F",149,436,57.1,66.3,186,"ADULT",NA,NA,8,"NMDGF",NA,2.34408602150538
"3135","2",0008-11-23,2008,"Antigone canadensis tabida",5997,"M",207,536,84.7,103,237,"ADULT",NA,NA,8,"NMDGF",NA,2.26160337552743
"3136","2",0008-11-23,2008,"Antigone canadensis tabida",5436,"F",198,501,82.6,95.8,224,"ADULT",NA,NA,8,"NMDGF",NA,2.23660714285714
"3137","2",0008-11-23,2008,"Antigone canadensis tabida",5277,"F",185,524,73.2,89.2,231,"ADULT",NA,NA,8,"NMDGF",NA,2.26839826839827
"3138","3",0008-11-23,2008,"Antigone canadensis tabida",6129,"M",205,542,87.7,107.2,239,"ADULT",NA,NA,8,"NMDGF",NA,2.26778242677824
"3139","3",0008-11-23,2008,"Antigone canadensis tabida",4910,"F",201,527,85.7,102.1,226,"ADULT",NA,NA,8,"NMDGF",NA,2.33185840707965
"3140","3",0008-11-23,2008,"Antigone canadensis tabida",5129,"F",202,526,85,96,225,"ADULT",NA,NA,8,"NMDGF",NA,2.33777777777778
"3141","3",0008-11-23,2008,"Antigone canadensis tabida",5229,"F",200,502,83.9,98.1,224,"ADULT",NA,NA,8,"NMDGF",NA,2.24107142857143
"3142","3",0008-11-23,2008,"Antigone canadensis tabida",5762,"M",216,532,88.9,104.2,265,"ADULT",NA,NA,8,"NMDGF",NA,2.00754716981132
"3143","3",0008-11-23,2008,"Antigone canadensis tabida",6159,"M",208,533,88.5,102.7,236,"ADULT",NA,NA,8,"NMDGF",NA,2.25847457627119
"3144","3",0008-11-23,2008,"Antigone canadensis tabida",4801,"F",185,491,85.1,98.2,223,"ADULT",NA,NA,8,"NMDGF",NA,2.20179372197309
"3145","3",0008-11-23,2008,"Antigone canadensis tabida",5446,"M",189,528,79.1,94.7,239,"IMMATURE",NA,NA,8,"NMDGF",NA,2.2092050209205
"3146","2",0008-11-23,2008,"Antigone canadensis tabida",5000,"M",180,526,83.4,98.5,241,"IMMATURE",NA,NA,8,"NMDGF",NA,2.18257261410788
"3147","2",0008-11-23,2008,"Antigone canadensis tabida",4851,"F",189,503,78.8,94.2,228,"IMMATURE",NA,NA,8,"NMDGF",NA,2.20614035087719
"3148","2",0008-11-23,2008,"Antigone canadensis tabida",4761,"F",170,484,80.5,96.8,228,"IMMATURE",NA,NA,8,"NMDGF",NA,2.12280701754386
"3149","3",0008-11-23,2008,"Antigone canadensis tabida",5423,"M",182,510,83.8,99.4,227,"IMMATURE",NA,NA,8,"NMDGF",NA,2.24669603524229
"3150","3",0008-11-23,2008,"Antigone canadensis tabida",5229,"F",178,513,84.9,96.5,243,"IMMATURE",NA,NA,8,"NMDGF",NA,2.11111111111111
"3151","3",0008-11-23,2008,"Antigone canadensis tabida",5216,"M",189,534,86,98.1,242,"IMMATURE",NA,NA,8,"NMDGF",NA,2.20661157024793
"3152","3",0008-12-06,2008,"Antigone canadensis tabida",4992,"F",209,513,75,92.2,218,"ADULT",NA,NA,8,"NMDGF",NA,2.35321100917431
"3153","3",0008-12-06,2008,"Antigone canadensis tabida",6296,"M",206,550,85.8,106.5,249,"ADULT",NA,NA,8,"NMDGF",NA,2.20883534136546
"3154","3",0008-12-06,2008,"Antigone canadensis tabida",5018,"F",178,501,78.6,100.2,237,"ADULT",NA,NA,8,"NMDGF",NA,2.11392405063291
"3155","3",0008-12-06,2008,"Antigone canadensis tabida",5472,"F",190,518,80.8,103.4,227,"ADULT",NA,NA,8,"NMDGF",NA,2.28193832599119
"3156","2",0008-12-06,2008,"Antigone canadensis tabida",5025,"F",197,504,79.8,98.6,236,"ADULT",NA,NA,8,"NMDGF",NA,2.13559322033898
"3157","2",0008-12-06,2008,"Antigone canadensis tabida",6069,"M",213,548,87.9,109.4,242,"ADULT",NA,NA,8,"NMDGF",NA,2.26446280991736
"3158","2",0008-12-06,2008,"Antigone canadensis tabida",6228,"M",194,476,77.8,101.5,233,"ADULT",NA,NA,8,"NMDGF",NA,2.04291845493562
"3159","2",0008-12-06,2008,"Antigone canadensis tabida",5562,"M",206,510,84.4,100.6,240,"ADULT",NA,NA,8,"NMDGF",NA,2.125
"3160","2",0008-12-06,2008,"Antigone canadensis tabida",6001,"M",196,528,80.4,96.3,242,"ADULT",NA,NA,8,"NMDGF",NA,2.18181818181818
"3161","2",0008-12-06,2008,"Antigone canadensis tabida",5489,"F",188,505,80.6,99.4,245,"ADULT",NA,NA,8,"NMDGF",NA,2.06122448979592
"3162","2",0008-12-06,2008,"Antigone canadensis tabida",7064,"M",200,518,81.3,106.3,254,"ADULT",NA,NA,8,"NMDGF",NA,2.03937007874016
"3163","2",0008-12-06,2008,"Antigone canadensis tabida",5423,"M",196,506,79.8,104.1,249,"ADULT",NA,NA,8,"NMDGF",NA,2.03212851405622
"3164","2",0008-12-06,2008,"Antigone canadensis tabida",5006,"F",193,509,79.2,98.5,235,"ADULT",NA,NA,8,"NMDGF",NA,2.16595744680851
"3165","2",0008-12-06,2008,"Antigone canadensis tabida",4630,"F",190,455,76.9,99.2,234,"ADULT",NA,NA,8,"NMDGF",NA,1.94444444444444
"3166","2",0008-12-06,2008,"Antigone canadensis tabida",5229,"F",188,496,79.5,98.5,246,"ADULT",NA,NA,8,"NMDGF",NA,2.01626016260163
"3167","2",0008-12-06,2008,"Antigone canadensis tabida",5719,"M",220,542,83,104.1,247,"ADULT",NA,NA,8,"NMDGF",NA,2.19433198380567
"3168","2",0008-12-06,2008,"Antigone canadensis tabida",5640,"M",202,488,86.5,105.5,246,"ADULT",NA,NA,8,"NMDGF",NA,1.98373983739837
"3169","2",0008-12-06,2008,"Antigone canadensis tabida",6149,"M",192,522,81.6,103.3,254,"ADULT",NA,NA,8,"NMDGF",NA,2.05511811023622
"3170","2",0008-12-06,2008,"Antigone canadensis tabida",5456,"F",189,503,76.8,95.5,228,"ADULT",NA,NA,8,"NMDGF",NA,2.20614035087719
"3171","2",0008-12-06,2008,"Antigone canadensis tabida",5278,"F",194,430,78.5,101,243,"ADULT",NA,NA,8,"NMDGF",NA,1.76954732510288
"3172","2",0008-12-06,2008,"Antigone canadensis tabida",4883,"F",194,475,79.5,101.4,232,"ADULT",NA,NA,8,"NMDGF",NA,2.04741379310345
"3173","2",0008-12-06,2008,"Antigone canadensis tabida",5514,"F",203,525,88.8,109.2,246,"ADULT",NA,NA,8,"NMDGF",NA,2.13414634146341
"3174","2",0008-12-06,2008,"Antigone canadensis tabida",5796,"M",214,530,84.3,102.6,286,"ADULT",NA,NA,8,"NMDGF",NA,1.85314685314685
"3175","2",0008-12-06,2008,"Antigone canadensis tabida",6181,"M",209,548,85.3,101,250,"ADULT",NA,NA,8,"NMDGF",NA,2.192
"3176","2",0008-12-06,2008,"Antigone canadensis tabida",5273,"F",192,495,77.8,96.6,228,"ADULT",NA,NA,8,"NMDGF",NA,2.17105263157895
"3177","2",0008-12-06,2008,"Antigone canadensis tabida",5097,"F",197,504,85.5,103,235,"ADULT",NA,NA,8,"NMDGF",NA,2.14468085106383
"3178","2",0008-12-06,2008,"Antigone canadensis tabida",5227,"M",203,490,87.6,110.5,230,"ADULT",NA,NA,8,"NMDGF",NA,2.1304347826087
"3179","2",0008-12-06,2008,"Antigone canadensis tabida",5723,"M",198,518,92.7,109.2,255,"ADULT",NA,NA,8,"NMDGF",NA,2.03137254901961
"3180","2",0008-12-06,2008,"Antigone canadensis tabida",4796,"F",195,497,81,101.5,245,"ADULT",NA,NA,8,"NMDGF",NA,2.02857142857143
"3181","3",0008-12-06,2008,"Antigone canadensis tabida",5716,"M",212,530,88.7,111.6,257,"ADULT",NA,NA,8,"NMDGF",NA,2.06225680933852
"3182","3",0008-12-06,2008,"Antigone canadensis tabida",5511,"F",187,491,83.5,107.2,238,"ADULT",NA,NA,8,"NMDGF",NA,2.06302521008403
"3183","3",0008-12-06,2008,"Antigone canadensis tabida",5314,"F",206,493,92.4,113.2,232,"ADULT",NA,NA,8,"NMDGF",NA,2.125
"3184","3",0008-12-06,2008,"Antigone canadensis tabida",5656,"M",212,522,77.6,99.1,246,"ADULT",NA,NA,8,"NMDGF",NA,2.1219512195122
"3185","2",0008-12-06,2008,"Antigone canadensis tabida",5256,"F",187,513,82.8,97.6,241,"ADULT",NA,NA,8,"NMDGF",NA,2.12863070539419
"3186","2",0008-12-06,2008,"Antigone canadensis tabida",4823,"F",198,499,76.1,95.7,220,"ADULT",NA,NA,8,"NMDGF",NA,2.26818181818182
"3187","2",0008-12-06,2008,"Antigone canadensis tabida",6082,"M",210,561,83.7,101.4,243,"ADULT",NA,NA,8,"NMDGF",NA,2.30864197530864
"3188","2",0008-12-06,2008,"Antigone canadensis tabida",5729,"M",199,541,89.3,107.9,257,"ADULT",NA,NA,8,"NMDGF",NA,2.10505836575875
"3189","2",0008-12-06,2008,"Antigone canadensis tabida",5984,"M",206,554,91.7,115.3,253,"ADULT",NA,NA,8,"NMDGF",NA,2.1897233201581
"3190","2",0008-12-06,2008,"Antigone canadensis tabida",5643,"M",200,534,86.1,105.6,255,"ADULT",NA,NA,8,"NMDGF",NA,2.09411764705882
"3191","2",0008-12-06,2008,"Antigone canadensis tabida",6003,"M",210,521,87.1,105.8,258,"ADULT",NA,NA,8,"NMDGF",NA,2.01937984496124
"3192","2",0008-12-06,2008,"Antigone canadensis tabida",5151,"F",186,479,82.2,101.8,221,"ADULT",NA,NA,8,"NMDGF",NA,2.16742081447964
"3193","2",0008-12-06,2008,"Antigone canadensis tabida",7113,"M",203,526,86.4,105.1,273,"ADULT",NA,NA,8,"NMDGF",NA,1.92673992673993
"3194","3",0008-12-06,2008,"Antigone canadensis canadensis",3332,"M",168,438,59.4,74.4,181,"ADULT",NA,NA,8,"NMDGF",NA,2.41988950276243
"3195","3",0008-12-06,2008,"Antigone canadensis canadensis",3671,"M",172,453,61.1,75.1,183,"ADULT",NA,NA,8,"NMDGF",NA,2.47540983606557
"3196","3",0008-12-06,2008,"Antigone canadensis tabida",5522,"M",199,492,89.7,111.6,243,"ADULT",NA,NA,8,"NMDGF",NA,2.02469135802469
"3197","2",0008-12-06,2008,"Antigone canadensis tabida",5193,"M",171,486,82,100.5,227,"IMMATURE",NA,NA,8,"NMDGF",NA,2.1409691629956
"3198","2",0008-12-07,2008,"Antigone canadensis tabida",4833,"F",182,500,88.7,104.2,216,"ADULT",NA,NA,8,"NMDGF",NA,2.31481481481481
"3199","2",0008-12-07,2008,"Antigone canadensis tabida",5524,"M",197,516,87.1,104.1,255,"ADULT",NA,NA,8,"NMDGF",NA,2.02352941176471
"3200","2",0008-12-07,2008,"Antigone canadensis tabida",6364,"M",202,523,91.9,111.1,244,"ADULT",NA,NA,8,"NMDGF",NA,2.14344262295082
"3201","2",0008-12-07,2008,"Antigone canadensis tabida",5504,"F",204,514,80.7,95.2,237,"ADULT",NA,NA,8,"NMDGF",NA,2.16877637130802
"3202","2",0008-12-07,2008,"Antigone canadensis tabida",6393,"M",204,541,87.6,106.7,261,"ADULT",NA,NA,8,"NMDGF",NA,2.0727969348659
"3203","2",0008-12-07,2008,"Antigone canadensis tabida",5019,"F",191,512,80.9,95.6,227,"ADULT",NA,NA,8,"NMDGF",NA,2.25550660792952
"3204","2",0008-12-07,2008,"Antigone canadensis tabida",5946,"M",204,531,84.2,101.4,246,"ADULT",NA,NA,8,"NMDGF",NA,2.15853658536585
"3205","3",0008-12-07,2008,"Antigone canadensis tabida",5845,"M",204,541,86.9,100.4,249,"ADULT",NA,NA,8,"NMDGF",NA,2.17269076305221
"3206","3",0008-12-07,2008,"Antigone canadensis tabida",5615,"M",201,521,85.9,99.1,241,"ADULT",NA,NA,8,"NMDGF",NA,2.16182572614108
"3207","3",0008-12-07,2008,"Antigone canadensis tabida",5979,"M",192,532,88.1,104,260,"ADULT",NA,NA,8,"NMDGF",NA,2.04615384615385
"3208","3",0008-12-07,2008,"Antigone canadensis tabida",5289,"F",195,506,93.5,106.8,214,"ADULT",NA,NA,8,"NMDGF",NA,2.36448598130841
"3209","3",0008-12-07,2008,"Antigone canadensis tabida",4675,"F",191,486,87.7,101.1,227,"ADULT",NA,NA,8,"NMDGF",NA,2.1409691629956
"3210","3",0008-12-07,2008,"Antigone canadensis tabida",6206,"M",214,532,93.2,109.8,249,"ADULT",NA,NA,8,"NMDGF",NA,2.13654618473896
"3211","3",0008-12-07,2008,"Antigone canadensis tabida",6711,"M",208,554,80.1,94.6,254,"ADULT",NA,NA,8,"NMDGF",NA,2.18110236220472
"3212","3",0008-12-07,2008,"Antigone canadensis tabida",6218,"M",191,522,84.6,101,242,"ADULT",NA,NA,8,"NMDGF",NA,2.15702479338843
"3213","3",0008-12-07,2008,"Antigone canadensis tabida",4901,"F",187,486,79.7,92.6,223,"ADULT",NA,NA,8,"NMDGF",NA,2.17937219730942
"3214","3",0008-12-07,2008,"Antigone canadensis tabida",6317,"M",197,535,85.7,100.8,262,"ADULT",NA,NA,8,"NMDGF",NA,2.04198473282443
"3215","3",0008-12-07,2008,"Antigone canadensis tabida",5549,"M",213,550,82.6,96.7,240,"ADULT",NA,NA,8,"NMDGF",NA,2.29166666666667
"3216","3",0008-12-07,2008,"Antigone canadensis canadensis",3327,"F",149,428,57.7,70.1,175,"ADULT",NA,NA,8,"NMDGF",NA,2.44571428571429
"3217","3",0008-12-07,2008,"Antigone canadensis tabida",6300,"M",217,519,86.7,101.4,243,"ADULT",NA,NA,8,"NMDGF",NA,2.1358024691358
"3218","2",0008-12-07,2008,"Antigone canadensis tabida",6004,"M",203,593,85.4,103.5,241,"ADULT",NA,NA,8,"NMDGF",NA,2.46058091286307
"3219","2",0008-12-07,2008,"Antigone canadensis tabida",5413,"F",196,521,86.1,99.7,237,"ADULT",NA,NA,8,"NMDGF",NA,2.19831223628692
"3220","2",0008-12-07,2008,"Antigone canadensis tabida",5640,"M",209,518,92,108.4,227,"ADULT",NA,NA,8,"NMDGF",NA,2.28193832599119
"3221","2",0008-12-07,2008,"Antigone canadensis tabida",5861,"M",195,527,90.4,105.7,256,"ADULT",NA,NA,8,"NMDGF",NA,2.05859375
"3222","2",0008-12-07,2008,"Antigone canadensis tabida",5872,"M",19,505,83.4,101.7,249,"ADULT",NA,NA,8,"NMDGF",NA,2.0281124497992
"3223","3",0008-12-07,2008,"Antigone canadensis tabida",6057,"M",202,531,82.1,99.7,260,"ADULT",NA,NA,8,"NMDGF",NA,2.04230769230769
"3224","3",0008-12-07,2008,"Antigone canadensis tabida",5567,"M",203,527,92.9,108.6,234,"ADULT",NA,NA,8,"NMDGF",NA,2.25213675213675
"3225","2",0008-12-07,2008,"Antigone canadensis tabida",6199,"M",222,536,85.9,101.9,251,"ADULT",NA,NA,8,"NMDGF",NA,2.13545816733068
"3226","2",0008-12-07,2008,"Antigone canadensis tabida",5855,"M",204,515,92.8,112.8,247,"ADULT",NA,NA,8,"NMDGF",NA,2.08502024291498
"3227","2",0008-12-07,2008,"Antigone canadensis tabida",5233,"M",209,501,83.5,99.3,245,"ADULT",NA,NA,8,"NMDGF",NA,2.04489795918367
"3228","2",0008-12-07,2008,"Antigone canadensis tabida",5373,"M",212,537,86.1,101.8,233,"ADULT",NA,NA,8,"NMDGF",NA,2.30472103004292
"3229","2",0008-12-07,2008,"Antigone canadensis tabida",5396,"F",183,496,80.1,94.7,230,"ADULT",NA,NA,8,"NMDGF",NA,2.15652173913043
"3230","2",0008-12-07,2008,"Antigone canadensis tabida",5916,"M",193,535,89.2,104.9,231,"ADULT",NA,NA,8,"NMDGF",NA,2.31601731601732
"3231","2",0008-12-07,2008,"Antigone canadensis tabida",4605,"F",192,508,81.1,96.3,231,"ADULT",NA,NA,8,"NMDGF",NA,2.1991341991342
"3232","2",0008-12-07,2008,"Antigone canadensis canadensis",3632,"M",153,450,59.2,69.5,195,"ADULT",NA,NA,8,"NMDGF",NA,2.30769230769231
"3233","2",0008-12-07,2008,"Antigone canadensis tabida",5422,"M",197,527,80.8,96.1,223,"ADULT",NA,NA,8,"NMDGF",NA,2.36322869955157
"3234","2",0008-12-07,2008,"Antigone canadensis tabida",4899,"F",182,501,84.4,95.9,231,"ADULT",NA,NA,8,"NMDGF",NA,2.16883116883117
"3235","2",0008-12-07,2008,"Antigone canadensis tabida",5339,"M",210,538,88.1,102.4,242,"ADULT",NA,NA,8,"NMDGF",NA,2.22314049586777
"3236","2",0008-12-07,2008,"Antigone canadensis canadensis",3718,"M",161,462,62.2,72.9,193,"ADULT",NA,NA,8,"NMDGF",NA,2.39378238341969
"3237","3",0008-12-07,2008,"Antigone canadensis canadensis",3659,"M",170,473,60.9,74.5,196,"ADULT",NA,NA,8,"NMDGF",NA,2.41326530612245
"3238","3",0008-12-07,2008,"Antigone canadensis canadensis",3460,"M",173,459,63.6,75.1,193,"ADULT",NA,NA,8,"NMDGF",NA,2.37823834196891
"3239","3",0008-12-07,2008,"Antigone canadensis canadensis",4350,"M",174,479,64.1,76.6,205,"ADULT",NA,NA,8,"NMDGF",NA,2.33658536585366
"3240","2",0008-12-07,2008,"Antigone canadensis tabida",5747,"M",200,533,83.2,96.1,251,"ADULT",NA,NA,8,"NMDGF",NA,2.12350597609562
"3241","2",0008-12-07,2008,"Antigone canadensis tabida",5136,"F",180,494,79,91.3,229,"ADULT",NA,NA,8,"NMDGF",NA,2.15720524017467
"3242","2",0008-12-07,2008,"Antigone canadensis tabida",4886,"F",195,502,82.3,96.7,234,"ADULT",NA,NA,8,"NMDGF",NA,2.14529914529915
"3243","2",0008-12-07,2008,"Antigone canadensis canadensis",3699,"M",169,493,71,80.3,194,"ADULT",NA,NA,8,"NMDGF",NA,2.54123711340206
"3244","2",0008-12-07,2008,"Antigone canadensis tabida",5305,"F",201,522,87.3,100.6,232,"ADULT",NA,NA,8,"NMDGF",NA,2.25
"3245","2",0008-12-07,2008,"Antigone canadensis tabida",4841,"F",187,518,80,91,239,"ADULT",NA,NA,8,"NMDGF",NA,2.1673640167364
"3246","2",0008-12-07,2008,"Antigone canadensis tabida",5460,"F",195,522,87.6,99.8,236,"ADULT",NA,NA,8,"NMDGF",NA,2.21186440677966
"3247","2",0008-12-07,2008,"Antigone canadensis tabida",4452,"F",193,492,86.3,99.7,225,"ADULT",NA,NA,8,"NMDGF",NA,2.18666666666667
"3248","2",0008-12-07,2008,"Antigone canadensis tabida",4980,"F",211,527,80.9,91,232,"ADULT",NA,NA,8,"NMDGF",NA,2.27155172413793
"3249","2",0008-12-07,2008,"Antigone canadensis canadensis",3232,"F",163,440,58.1,67.5,181,"ADULT",NA,NA,8,"NMDGF",NA,2.43093922651934
"3250","2",0008-12-07,2008,"Antigone canadensis canadensis",3575,"M",172,449,66.6,80.6,205,"ADULT",NA,NA,8,"NMDGF",NA,2.19024390243902
"3251","2",0008-12-07,2008,"Antigone canadensis tabida",4883,"M",183,507,82.7,99.6,228,"ADULT",NA,NA,8,"NMDGF",NA,2.22368421052632
"3252","3",0008-12-07,2008,"Antigone canadensis tabida",5985,"M",214,549,82.9,95.7,258,"ADULT",NA,NA,8,"NMDGF",NA,2.12790697674419
"3253","2",0008-12-07,2008,"Antigone canadensis tabida",4383,"F",176,474,83.8,96.8,223,"IMMATURE",NA,NA,8,"NMDGF",NA,2.12556053811659
"3254","3",0008-12-07,2008,"Antigone canadensis canadensis",2760,"F",138,413,55.7,66.2,171,"IMMATURE",NA,NA,8,"NMDGF",NA,2.41520467836257
"3255","2",0008-12-07,2008,"Antigone canadensis tabida",5053,"M",201,546,85.9,104.3,257,"IMMATURE",NA,NA,8,"NMDGF",NA,2.12451361867704
"3256","3",0009-01-10,2008,"Antigone canadensis tabida",5433,"F",200,494,80.5,96.4,223,"ADULT",NA,NA,9,"NMDGF",NA,2.2152466367713
"3257","3",0009-01-10,2008,"Antigone canadensis tabida",5260,"F",196,473,84.8,99.2,217,"ADULT",NA,NA,9,"NMDGF",NA,2.17972350230415
"3258","3",0009-01-10,2008,"Antigone canadensis tabida",5544,"M",211,530,89.1,109.2,245,"ADULT",NA,NA,9,"NMDGF",NA,2.16326530612245
"3259","3",0009-01-10,2008,"Antigone canadensis tabida",5308,"F",192,524,87.2,108.1,235,"ADULT",NA,NA,9,"NMDGF",NA,2.22978723404255
"3260","3",0009-01-10,2008,"Antigone canadensis tabida",5459,"F",206,519,87.5,99.6,227,"ADULT",NA,NA,9,"NMDGF",NA,2.2863436123348
"3261","3",0009-01-10,2008,"Antigone canadensis tabida",5726,"M",196,506,90,105,240,"ADULT",NA,NA,9,"NMDGF",NA,2.10833333333333
"3262","3",0009-01-10,2008,"Antigone canadensis tabida",6211,"M",212,536,95.4,110.3,241,"ADULT",NA,NA,9,"NMDGF",NA,2.22406639004149
"3263","3",0009-01-10,2008,"Antigone canadensis tabida",5796,"M",205,528,83.5,98.2,240,"ADULT",NA,NA,9,"NMDGF",NA,2.2
"3264","2",0009-01-10,2008,"Antigone canadensis canadensis",3845,"M",198,513,63,74.2,200,"ADULT",NA,NA,9,"NMDGF",NA,2.565
"3265","2",0009-01-10,2008,"Antigone canadensis tabida",5100,"M",195,517,88.2,103.7,239,"ADULT",NA,NA,9,"NMDGF",NA,2.16317991631799
"3266","3",0009-01-10,2008,"Antigone canadensis tabida",6510,"M",210,555,88.1,105.8,247,"ADULT",NA,NA,9,"NMDGF",NA,2.24696356275304
